journey_id,train_no,date,route_id,station_sequence,station_code,station_name,distance,previous_station,previous_distance,section_distance,delay,previous_delay,delay_change,journey_progress,total_stations,day_of_week,is_weekend,month,source_file
12628_20260325,12628,2026-03-25,12628_NDLS_KNW,28,BSL,BHUSAVAL JN,1100.0,BAU,1045.0,55.0,11.0,16.0,-5.0,0.8484848484848485,34,2,0,3,12628_running_history_with_distance.csv
12628_20260325,12628,2026-03-25,12628_NDLS_KNW,29,JL,JALGAON JN,1124.0,BSL,1100.0,24.0,16.0,11.0,5.0,0.8787878787878788,34,2,0,3,12628_running_history_with_distance.csv
12628_20260325,12628,2026-03-25,12628_NDLS_KNW,30,MMR,MANMAD JN,1284.0,JL,1124.0,160.0,30.0,16.0,14.0,0.9090909090909091,34,2,0,3,12628_running_history_with_distance.csv
12628_20260325,12628,2026-03-25,12628_NDLS_KNW,31,KPG,KOPARGAON,1326.0,MMR,1284.0,42.0,16.0,30.0,-14.0,0.9393939393939394,34,2,0,3,12628_running_history_with_distance.csv
12628_20260325,12628,2026-03-25,12628_NDLS_KNW,32,BAP,BELAPUR,1370.0,KPG,1326.0,44.0,25.0,16.0,9.0,0.9696969696969697,34,2,0,3,12628_running_history_with_distance.csv
12628_20260325,12628,2026-03-25,12628_NDLS_KNW,33,KNW,KHANDWA,976.0,BAP,1370.0,-394.0,9.0,25.0,-16.0,1.0,34,2,0,3,12628_running_history_with_distance.csv
12628_20260326,12628,2026-03-26,12628_NDLS_KNW,0,NDLS,NEW DELHI,0.0,,,,2.0,,,0.0,34,3,0,3,12628_running_history_with_distance.csv
12628_20260326,12628,2026-03-26,12628_NDLS_KNW,1,KLBG,KALABURAGI JN,1821.0,NDLS,0.0,1821.0,25.0,2.0,23.0,0.030303030303030304,34,3,0,3,12628_running_history_with_distance.csv
12628_20260326,12628,2026-03-26,12628_NDLS_KNW,2,WADI,WADI,1858.0,KLBG,1821.0,37.0,1.0,25.0,-24.0,0.06060606060606061,34,3,0,3,12628_running_history_with_distance.csv
12628_20260326,12628,2026-03-26,12628_NDLS_KNW,3,YG,YADGIR,1897.0,WADI,1858.0,39.0,0.0,1.0,-1.0,0.09090909090909091,34,3,0,3,12628_running_history_with_distance.csv
12628_20260326,12628,2026-03-26,12628_NDLS_KNW,4,RC,RAICHUR,1965.0,YG,1897.0,68.0,7.0,0.0,7.0,0.12121212121212122,34,3,0,3,12628_running_history_with_distance.csv
12628_20260326,12628,2026-03-26,12628_NDLS_KNW,5,MALM,MANTHRALAYAM RD,1994.0,RC,1965.0,29.0,5.0,7.0,-2.0,0.15151515151515152,34,3,0,3,12628_running_history_with_distance.csv
12628_20260326,12628,2026-03-26,12628_NDLS_KNW,6,AD,ADONI,2035.0,MALM,1994.0,41.0,5.0,5.0,0.0,0.18181818181818182,34,3,0,3,12628_running_history_with_distance.csv
12628_20260326,12628,2026-03-26,12628_NDLS_KNW,7,SUR,SOLAPUR JN,1708.0,AD,2035.0,-327.0,28.0,5.0,23.0,0.21212121212121213,34,3,0,3,12628_running_history_with_distance.csv
12628_20260326,12628,2026-03-26,12628_NDLS_KNW,8,ATP,ANANTAPUR,2172.0,SUR,1708.0,464.0,8.0,28.0,-20.0,0.24242424242424243,34,3,0,3,12628_running_history_with_distance.csv
12628_20260326,12628,2026-03-26,12628_NDLS_KNW,9,SSPN,SAI P NILAYAM,2238.0,ATP,2172.0,66.0,7.0,8.0,-1.0,0.2727272727272727,34,3,0,3,12628_running_history_with_distance.csv
12628_20260326,12628,2026-03-26,12628_NDLS_KNW,10,PKD,PENUKONDA,2259.0,SSPN,2238.0,21.0,10.0,7.0,3.0,0.30303030303030304,34,3,0,3,12628_running_history_with_distance.csv
12628_20260326,12628,2026-03-26,12628_NDLS_KNW,11,HUP,HINDUPUR,2296.0,PKD,2259.0,37.0,17.0,10.0,7.0,0.3333333333333333,34,3,0,3,12628_running_history_with_distance.csv
12628_20260326,12628,2026-03-26,12628_NDLS_KNW,12,YNK,YELHANKA JN,2379.0,HUP,2296.0,83.0,27.0,17.0,10.0,0.36363636363636365,34,3,0,3,12628_running_history_with_distance.csv
12628_20260326,12628,2026-03-26,12628_NDLS_KNW,13,BNC,BANGALORE CANT,2402.0,YNK,2379.0,23.0,46.0,27.0,19.0,0.3939393939393939,34,3,0,3,12628_running_history_with_distance.csv
12628_20260326,12628,2026-03-26,12628_NDLS_KNW,14,SBC,KSR BANGALORE CY JN,2406.0,BNC,2402.0,4.0,-7.0,46.0,-53.0,0.42424242424242425,34,3,0,3,12628_running_history_with_distance.csv
12628_20260326,12628,2026-03-26,12628_NDLS_KNW,15,DMM,DHARMAVARAM JN,2205.0,SBC,2406.0,-201.0,1.0,-7.0,8.0,0.45454545454545453,34,3,0,3,12628_running_history_with_distance.csv
12628_20260326,12628,2026-03-26,12628_NDLS_KNW,16,KWV,KURDUVADI,1630.0,DMM,2205.0,-575.0,50.0,1.0,49.0,0.48484848484848486,34,3,0,3,12628_running_history_with_distance.csv
12628_20260326,12628,2026-03-26,12628_NDLS_KNW,17,GTL,GUNTAKAL JN,2086.0,KWV,1630.0,456.0,8.0,50.0,-42.0,0.5151515151515151,34,3,0,3,12628_running_history_with_distance.csv
12628_20260326,12628,2026-03-26,12628_NDLS_KNW,18,ANG,AHMADNAGAR,1437.0,GTL,2086.0,-649.0,27.0,8.0,19.0,0.5454545454545454,34,3,0,3,12628_running_history_with_distance.csv
12628_20260326,12628,2026-03-26,12628_NDLS_KNW,19,DD,DAUND JN,1520.0,ANG,1437.0,83.0,27.0,27.0,0.0,0.5757575757575758,34,3,0,3,12628_running_history_with_distance.csv
12628_20260326,12628,2026-03-26,12628_NDLS_KNW,20,MTJ,MATHURA JN,141.0,DD,1520.0,-1379.0,0.0,27.0,-27.0,0.6060606060606061,34,3,0,3,12628_running_history_with_distance.csv
12628_20260326,12628,2026-03-26,12628_NDLS_KNW,21,AGC,AGRA CANTT,195.0,MTJ,141.0,54.0,0.0,0.0,0.0,0.6363636363636364,34,3,0,3,12628_running_history_with_distance.csv
12628_20260326,12628,2026-03-26,12628_NDLS_KNW,22,GWL,GWALIOR,313.0,AGC,195.0,118.0,0.0,0.0,0.0,0.6666666666666666,34,3,0,3,12628_running_history_with_distance.csv
12628_20260326,12628,2026-03-26,12628_NDLS_KNW,23,VGLJ,V LAKSHMIBAI JHANSI,410.0,GWL,313.0,97.0,0.0,0.0,0.0,0.696969696969697,34,3,0,3,12628_running_history_with_distance.csv
12628_20260326,12628,2026-03-26,12628_NDLS_KNW,24,BPL,BHOPAL JN,701.0,VGLJ,410.0,291.0,0.0,0.0,0.0,0.7272727272727273,34,3,0,3,12628_running_history_with_distance.csv
12628_20260326,12628,2026-03-26,12628_NDLS_KNW,25,ET,ITARSI JN,793.0,BPL,701.0,92.0,4.0,0.0,4.0,0.7575757575757576,34,3,0,3,12628_running_history_with_distance.csv
12628_20260326,12628,2026-03-26,12628_NDLS_KNW,26,BINA,BINA JN,563.0,ET,793.0,-230.0,0.0,4.0,-4.0,0.7878787878787878,34,3,0,3,12628_running_history_with_distance.csv
12628_20260326,12628,2026-03-26,12628_NDLS_KNW,27,BAU,BURHANPUR,1045.0,BINA,563.0,482.0,8.0,0.0,8.0,0.8181818181818182,34,3,0,3,12628_running_history_with_distance.csv
12628_20260326,12628,2026-03-26,12628_NDLS_KNW,28,BSL,BHUSAVAL JN,1100.0,BAU,1045.0,55.0,0.0,8.0,-8.0,0.8484848484848485,34,3,0,3,12628_running_history_with_distance.csv
12628_20260326,12628,2026-03-26,12628_NDLS_KNW,29,JL,JALGAON JN,1124.0,BSL,1100.0,24.0,0.0,0.0,0.0,0.8787878787878788,34,3,0,3,12628_running_history_with_distance.csv
12628_20260326,12628,2026-03-26,12628_NDLS_KNW,30,MMR,MANMAD JN,1284.0,JL,1124.0,160.0,1.0,0.0,1.0,0.9090909090909091,34,3,0,3,12628_running_history_with_distance.csv
12628_20260326,12628,2026-03-26,12628_NDLS_KNW,31,KPG,KOPARGAON,1326.0,MMR,1284.0,42.0,1.0,1.0,0.0,0.9393939393939394,34,3,0,3,12628_running_history_with_distance.csv
12628_20260326,12628,2026-03-26,12628_NDLS_KNW,32,BAP,BELAPUR,1370.0,KPG,1326.0,44.0,12.0,1.0,11.0,0.9696969696969697,34,3,0,3,12628_running_history_with_distance.csv
12628_20260326,12628,2026-03-26,12628_NDLS_KNW,33,KNW,KHANDWA,976.0,BAP,1370.0,-394.0,1.0,12.0,-11.0,1.0,34,3,0,3,12628_running_history_with_distance.csv
12628_20260327,12628,2026-03-27,12628_NDLS_KNW,0,NDLS,NEW DELHI,0.0,,,,0.0,,,0.0,34,4,0,3,12628_running_history_with_distance.csv
12628_20260327,12628,2026-03-27,12628_NDLS_KNW,1,KLBG,KALABURAGI JN,1821.0,NDLS,0.0,1821.0,51.0,0.0,51.0,0.030303030303030304,34,4,0,3,12628_running_history_with_distance.csv
12628_20260327,12628,2026-03-27,12628_NDLS_KNW,2,WADI,WADI,1858.0,KLBG,1821.0,37.0,13.0,51.0,-38.0,0.06060606060606061,34,4,0,3,12628_running_history_with_distance.csv
12628_20260327,12628,2026-03-27,12628_NDLS_KNW,3,YG,YADGIR,1897.0,WADI,1858.0,39.0,11.0,13.0,-2.0,0.09090909090909091,34,4,0,3,12628_running_history_with_distance.csv
12628_20260327,12628,2026-03-27,12628_NDLS_KNW,4,RC,RAICHUR,1965.0,YG,1897.0,68.0,12.0,11.0,1.0,0.12121212121212122,34,4,0,3,12628_running_history_with_distance.csv
12628_20260327,12628,2026-03-27,12628_NDLS_KNW,5,MALM,MANTHRALAYAM RD,1994.0,RC,1965.0,29.0,12.0,12.0,0.0,0.15151515151515152,34,4,0,3,12628_running_history_with_distance.csv
12628_20260327,12628,2026-03-27,12628_NDLS_KNW,6,AD,ADONI,2035.0,MALM,1994.0,41.0,8.0,12.0,-4.0,0.18181818181818182,34,4,0,3,12628_running_history_with_distance.csv
12628_20260327,12628,2026-03-27,12628_NDLS_KNW,7,SUR,SOLAPUR JN,1708.0,AD,2035.0,-327.0,47.0,8.0,39.0,0.21212121212121213,34,4,0,3,12628_running_history_with_distance.csv
12628_20260327,12628,2026-03-27,12628_NDLS_KNW,8,ATP,ANANTAPUR,2172.0,SUR,1708.0,464.0,14.0,47.0,-33.0,0.24242424242424243,34,4,0,3,12628_running_history_with_distance.csv
12628_20260327,12628,2026-03-27,12628_NDLS_KNW,9,SSPN,SAI P NILAYAM,2238.0,ATP,2172.0,66.0,8.0,14.0,-6.0,0.2727272727272727,34,4,0,3,12628_running_history_with_distance.csv
12628_20260327,12628,2026-03-27,12628_NDLS_KNW,10,PKD,PENUKONDA,2259.0,SSPN,2238.0,21.0,12.0,8.0,4.0,0.30303030303030304,34,4,0,3,12628_running_history_with_distance.csv
12628_20260327,12628,2026-03-27,12628_NDLS_KNW,11,HUP,HINDUPUR,2296.0,PKD,2259.0,37.0,20.0,12.0,8.0,0.3333333333333333,34,4,0,3,12628_running_history_with_distance.csv
12628_20260327,12628,2026-03-27,12628_NDLS_KNW,12,YNK,YELHANKA JN,2379.0,HUP,2296.0,83.0,1.0,20.0,-19.0,0.36363636363636365,34,4,0,3,12628_running_history_with_distance.csv
12628_20260327,12628,2026-03-27,12628_NDLS_KNW,13,BNC,BANGALORE CANT,2402.0,YNK,2379.0,23.0,28.0,1.0,27.0,0.3939393939393939,34,4,0,3,12628_running_history_with_distance.csv
12628_20260327,12628,2026-03-27,12628_NDLS_KNW,14,SBC,KSR BANGALORE CY JN,2406.0,BNC,2402.0,4.0,-26.0,28.0,-54.0,0.42424242424242425,34,4,0,3,12628_running_history_with_distance.csv
12628_20260327,12628,2026-03-27,12628_NDLS_KNW,15,DMM,DHARMAVARAM JN,2205.0,SBC,2406.0,-201.0,1.0,-26.0,27.0,0.45454545454545453,34,4,0,3,12628_running_history_with_distance.csv
12628_20260327,12628,2026-03-27,12628_NDLS_KNW,16,KWV,KURDUVADI,1630.0,DMM,2205.0,-575.0,66.0,1.0,65.0,0.48484848484848486,34,4,0,3,12628_running_history_with_distance.csv
12628_20260327,12628,2026-03-27,12628_NDLS_KNW,17,GTL,GUNTAKAL JN,2086.0,KWV,1630.0,456.0,3.0,66.0,-63.0,0.5151515151515151,34,4,0,3,12628_running_history_with_distance.csv
12628_20260327,12628,2026-03-27,12628_NDLS_KNW,18,ANG,AHMADNAGAR,1437.0,GTL,2086.0,-649.0,48.0,3.0,45.0,0.5454545454545454,34,4,0,3,12628_running_history_with_distance.csv
12628_20260327,12628,2026-03-27,12628_NDLS_KNW,19,DD,DAUND JN,1520.0,ANG,1437.0,83.0,58.0,48.0,10.0,0.5757575757575758,34,4,0,3,12628_running_history_with_distance.csv
12628_20260327,12628,2026-03-27,12628_NDLS_KNW,20,MTJ,MATHURA JN,141.0,DD,1520.0,-1379.0,19.0,58.0,-39.0,0.6060606060606061,34,4,0,3,12628_running_history_with_distance.csv
12628_20260327,12628,2026-03-27,12628_NDLS_KNW,21,AGC,AGRA CANTT,195.0,MTJ,141.0,54.0,5.0,19.0,-14.0,0.6363636363636364,34,4,0,3,12628_running_history_with_distance.csv
12628_20260327,12628,2026-03-27,12628_NDLS_KNW,22,GWL,GWALIOR,313.0,AGC,195.0,118.0,0.0,5.0,-5.0,0.6666666666666666,34,4,0,3,12628_running_history_with_distance.csv
12628_20260327,12628,2026-03-27,12628_NDLS_KNW,23,VGLJ,V LAKSHMIBAI JHANSI,410.0,GWL,313.0,97.0,0.0,0.0,0.0,0.696969696969697,34,4,0,3,12628_running_history_with_distance.csv
12628_20260327,12628,2026-03-27,12628_NDLS_KNW,24,BPL,BHOPAL JN,701.0,VGLJ,410.0,291.0,0.0,0.0,0.0,0.7272727272727273,34,4,0,3,12628_running_history_with_distance.csv
12628_20260327,12628,2026-03-27,12628_NDLS_KNW,25,ET,ITARSI JN,793.0,BPL,701.0,92.0,7.0,0.0,7.0,0.7575757575757576,34,4,0,3,12628_running_history_with_distance.csv
12628_20260327,12628,2026-03-27,12628_NDLS_KNW,26,BINA,BINA JN,563.0,ET,793.0,-230.0,0.0,7.0,-7.0,0.7878787878787878,34,4,0,3,12628_running_history_with_distance.csv
12628_20260327,12628,2026-03-27,12628_NDLS_KNW,27,BAU,BURHANPUR,1045.0,BINA,563.0,482.0,3.0,0.0,3.0,0.8181818181818182,34,4,0,3,12628_running_history_with_distance.csv
12628_20260327,12628,2026-03-27,12628_NDLS_KNW,28,BSL,BHUSAVAL JN,1100.0,BAU,1045.0,55.0,5.0,3.0,2.0,0.8484848484848485,34,4,0,3,12628_running_history_with_distance.csv
12628_20260327,12628,2026-03-27,12628_NDLS_KNW,29,JL,JALGAON JN,1124.0,BSL,1100.0,24.0,3.0,5.0,-2.0,0.8787878787878788,34,4,0,3,12628_running_history_with_distance.csv
12628_20260327,12628,2026-03-27,12628_NDLS_KNW,30,MMR,MANMAD JN,1284.0,JL,1124.0,160.0,2.0,3.0,-1.0,0.9090909090909091,34,4,0,3,12628_running_history_with_distance.csv
12628_20260327,12628,2026-03-27,12628_NDLS_KNW,31,KPG,KOPARGAON,1326.0,MMR,1284.0,42.0,3.0,2.0,1.0,0.9393939393939394,34,4,0,3,12628_running_history_with_distance.csv
12628_20260327,12628,2026-03-27,12628_NDLS_KNW,32,BAP,BELAPUR,1370.0,KPG,1326.0,44.0,18.0,3.0,15.0,0.9696969696969697,34,4,0,3,12628_running_history_with_distance.csv
12628_20260327,12628,2026-03-27,12628_NDLS_KNW,33,KNW,KHANDWA,976.0,BAP,1370.0,-394.0,3.0,18.0,-15.0,1.0,34,4,0,3,12628_running_history_with_distance.csv
12628_20260328,12628,2026-03-28,12628_NDLS_KNW,0,NDLS,NEW DELHI,0.0,,,,3.0,,,0.0,34,5,1,3,12628_running_history_with_distance.csv
12628_20260328,12628,2026-03-28,12628_NDLS_KNW,1,KLBG,KALABURAGI JN,1821.0,NDLS,0.0,1821.0,56.0,3.0,53.0,0.030303030303030304,34,5,1,3,12628_running_history_with_distance.csv
12628_20260328,12628,2026-03-28,12628_NDLS_KNW,2,WADI,WADI,1858.0,KLBG,1821.0,37.0,23.0,56.0,-33.0,0.06060606060606061,34,5,1,3,12628_running_history_with_distance.csv
12628_20260328,12628,2026-03-28,12628_NDLS_KNW,3,YG,YADGIR,1897.0,WADI,1858.0,39.0,23.0,23.0,0.0,0.09090909090909091,34,5,1,3,12628_running_history_with_distance.csv
12628_20260328,12628,2026-03-28,12628_NDLS_KNW,4,RC,RAICHUR,1965.0,YG,1897.0,68.0,16.0,23.0,-7.0,0.12121212121212122,34,5,1,3,12628_running_history_with_distance.csv
12628_20260328,12628,2026-03-28,12628_NDLS_KNW,5,MALM,MANTHRALAYAM RD,1994.0,RC,1965.0,29.0,19.0,16.0,3.0,0.15151515151515152,34,5,1,3,12628_running_history_with_distance.csv
12628_20260328,12628,2026-03-28,12628_NDLS_KNW,6,AD,ADONI,2035.0,MALM,1994.0,41.0,24.0,19.0,5.0,0.18181818181818182,34,5,1,3,12628_running_history_with_distance.csv
12628_20260328,12628,2026-03-28,12628_NDLS_KNW,7,SUR,SOLAPUR JN,1708.0,AD,2035.0,-327.0,53.0,24.0,29.0,0.21212121212121213,34,5,1,3,12628_running_history_with_distance.csv
12628_20260328,12628,2026-03-28,12628_NDLS_KNW,8,ATP,ANANTAPUR,2172.0,SUR,1708.0,464.0,21.0,53.0,-32.0,0.24242424242424243,34,5,1,3,12628_running_history_with_distance.csv
12628_20260328,12628,2026-03-28,12628_NDLS_KNW,9,SSPN,SAI P NILAYAM,2238.0,ATP,2172.0,66.0,15.0,21.0,-6.0,0.2727272727272727,34,5,1,3,12628_running_history_with_distance.csv
12628_20260328,12628,2026-03-28,12628_NDLS_KNW,10,PKD,PENUKONDA,2259.0,SSPN,2238.0,21.0,14.0,15.0,-1.0,0.30303030303030304,34,5,1,3,12628_running_history_with_distance.csv
12628_20260328,12628,2026-03-28,12628_NDLS_KNW,11,HUP,HINDUPUR,2296.0,PKD,2259.0,37.0,24.0,14.0,10.0,0.3333333333333333,34,5,1,3,12628_running_history_with_distance.csv
12628_20260328,12628,2026-03-28,12628_NDLS_KNW,12,YNK,YELHANKA JN,2379.0,HUP,2296.0,83.0,17.0,24.0,-7.0,0.36363636363636365,34,5,1,3,12628_running_history_with_distance.csv
12628_20260328,12628,2026-03-28,12628_NDLS_KNW,13,BNC,BANGALORE CANT,2402.0,YNK,2379.0,23.0,38.0,17.0,21.0,0.3939393939393939,34,5,1,3,12628_running_history_with_distance.csv
12628_20260328,12628,2026-03-28,12628_NDLS_KNW,14,SBC,KSR BANGALORE CY JN,2406.0,BNC,2402.0,4.0,-1.0,38.0,-39.0,0.42424242424242425,34,5,1,3,12628_running_history_with_distance.csv
12628_20260328,12628,2026-03-28,12628_NDLS_KNW,15,DMM,DHARMAVARAM JN,2205.0,SBC,2406.0,-201.0,0.0,-1.0,1.0,0.45454545454545453,34,5,1,3,12628_running_history_with_distance.csv
12628_20260328,12628,2026-03-28,12628_NDLS_KNW,16,KWV,KURDUVADI,1630.0,DMM,2205.0,-575.0,56.0,0.0,56.0,0.48484848484848486,34,5,1,3,12628_running_history_with_distance.csv
12628_20260328,12628,2026-03-28,12628_NDLS_KNW,17,GTL,GUNTAKAL JN,2086.0,KWV,1630.0,456.0,15.0,56.0,-41.0,0.5151515151515151,34,5,1,3,12628_running_history_with_distance.csv
12628_20260328,12628,2026-03-28,12628_NDLS_KNW,18,ANG,AHMADNAGAR,1437.0,GTL,2086.0,-649.0,12.0,15.0,-3.0,0.5454545454545454,34,5,1,3,12628_running_history_with_distance.csv
12628_20260328,12628,2026-03-28,12628_NDLS_KNW,19,DD,DAUND JN,1520.0,ANG,1437.0,83.0,22.0,12.0,10.0,0.5757575757575758,34,5,1,3,12628_running_history_with_distance.csv
12628_20260328,12628,2026-03-28,12628_NDLS_KNW,20,MTJ,MATHURA JN,141.0,DD,1520.0,-1379.0,27.0,22.0,5.0,0.6060606060606061,34,5,1,3,12628_running_history_with_distance.csv
12628_20260328,12628,2026-03-28,12628_NDLS_KNW,21,AGC,AGRA CANTT,195.0,MTJ,141.0,54.0,16.0,27.0,-11.0,0.6363636363636364,34,5,1,3,12628_running_history_with_distance.csv
12628_20260328,12628,2026-03-28,12628_NDLS_KNW,22,GWL,GWALIOR,313.0,AGC,195.0,118.0,14.0,16.0,-2.0,0.6666666666666666,34,5,1,3,12628_running_history_with_distance.csv
12628_20260328,12628,2026-03-28,12628_NDLS_KNW,23,VGLJ,V LAKSHMIBAI JHANSI,410.0,GWL,313.0,97.0,0.0,14.0,-14.0,0.696969696969697,34,5,1,3,12628_running_history_with_distance.csv
12628_20260328,12628,2026-03-28,12628_NDLS_KNW,24,BPL,BHOPAL JN,701.0,VGLJ,410.0,291.0,0.0,0.0,0.0,0.7272727272727273,34,5,1,3,12628_running_history_with_distance.csv
12628_20260328,12628,2026-03-28,12628_NDLS_KNW,25,ET,ITARSI JN,793.0,BPL,701.0,92.0,2.0,0.0,2.0,0.7575757575757576,34,5,1,3,12628_running_history_with_distance.csv
12628_20260328,12628,2026-03-28,12628_NDLS_KNW,26,BINA,BINA JN,563.0,ET,793.0,-230.0,0.0,2.0,-2.0,0.7878787878787878,34,5,1,3,12628_running_history_with_distance.csv
12628_20260328,12628,2026-03-28,12628_NDLS_KNW,27,BAU,BURHANPUR,1045.0,BINA,563.0,482.0,15.0,0.0,15.0,0.8181818181818182,34,5,1,3,12628_running_history_with_distance.csv
12628_20260328,12628,2026-03-28,12628_NDLS_KNW,28,BSL,BHUSAVAL JN,1100.0,BAU,1045.0,55.0,11.0,15.0,-4.0,0.8484848484848485,34,5,1,3,12628_running_history_with_distance.csv
12628_20260328,12628,2026-03-28,12628_NDLS_KNW,29,JL,JALGAON JN,1124.0,BSL,1100.0,24.0,20.0,11.0,9.0,0.8787878787878788,34,5,1,3,12628_running_history_with_distance.csv
12628_20260328,12628,2026-03-28,12628_NDLS_KNW,30,MMR,MANMAD JN,1284.0,JL,1124.0,160.0,19.0,20.0,-1.0,0.9090909090909091,34,5,1,3,12628_running_history_with_distance.csv
12628_20260328,12628,2026-03-28,12628_NDLS_KNW,31,KPG,KOPARGAON,1326.0,MMR,1284.0,42.0,10.0,19.0,-9.0,0.9393939393939394,34,5,1,3,12628_running_history_with_distance.csv
12628_20260328,12628,2026-03-28,12628_NDLS_KNW,32,BAP,BELAPUR,1370.0,KPG,1326.0,44.0,21.0,10.0,11.0,0.9696969696969697,34,5,1,3,12628_running_history_with_distance.csv
12628_20260328,12628,2026-03-28,12628_NDLS_KNW,33,KNW,KHANDWA,976.0,BAP,1370.0,-394.0,0.0,21.0,-21.0,1.0,34,5,1,3,12628_running_history_with_distance.csv
12628_20260329,12628,2026-03-29,12628_NDLS_KNW,0,NDLS,NEW DELHI,0.0,,,,2.0,,,0.0,34,6,1,3,12628_running_history_with_distance.csv
12628_20260329,12628,2026-03-29,12628_NDLS_KNW,1,KLBG,KALABURAGI JN,1821.0,NDLS,0.0,1821.0,62.0,2.0,60.0,0.030303030303030304,34,6,1,3,12628_running_history_with_distance.csv
12628_20260329,12628,2026-03-29,12628_NDLS_KNW,2,WADI,WADI,1858.0,KLBG,1821.0,37.0,25.0,62.0,-37.0,0.06060606060606061,34,6,1,3,12628_running_history_with_distance.csv
12628_20260329,12628,2026-03-29,12628_NDLS_KNW,3,YG,YADGIR,1897.0,WADI,1858.0,39.0,38.0,25.0,13.0,0.09090909090909091,34,6,1,3,12628_running_history_with_distance.csv
12628_20260329,12628,2026-03-29,12628_NDLS_KNW,4,RC,RAICHUR,1965.0,YG,1897.0,68.0,30.0,38.0,-8.0,0.12121212121212122,34,6,1,3,12628_running_history_with_distance.csv
12628_20260329,12628,2026-03-29,12628_NDLS_KNW,5,MALM,MANTHRALAYAM RD,1994.0,RC,1965.0,29.0,33.0,30.0,3.0,0.15151515151515152,34,6,1,3,12628_running_history_with_distance.csv
12628_20260329,12628,2026-03-29,12628_NDLS_KNW,6,AD,ADONI,2035.0,MALM,1994.0,41.0,27.0,33.0,-6.0,0.18181818181818182,34,6,1,3,12628_running_history_with_distance.csv
12628_20260329,12628,2026-03-29,12628_NDLS_KNW,7,SUR,SOLAPUR JN,1708.0,AD,2035.0,-327.0,41.0,27.0,14.0,0.21212121212121213,34,6,1,3,12628_running_history_with_distance.csv
12628_20260329,12628,2026-03-29,12628_NDLS_KNW,8,ATP,ANANTAPUR,2172.0,SUR,1708.0,464.0,30.0,41.0,-11.0,0.24242424242424243,34,6,1,3,12628_running_history_with_distance.csv
12628_20260329,12628,2026-03-29,12628_NDLS_KNW,9,SSPN,SAI P NILAYAM,2238.0,ATP,2172.0,66.0,21.0,30.0,-9.0,0.2727272727272727,34,6,1,3,12628_running_history_with_distance.csv
12628_20260329,12628,2026-03-29,12628_NDLS_KNW,10,PKD,PENUKONDA,2259.0,SSPN,2238.0,21.0,23.0,21.0,2.0,0.30303030303030304,34,6,1,3,12628_running_history_with_distance.csv
12628_20260329,12628,2026-03-29,12628_NDLS_KNW,11,HUP,HINDUPUR,2296.0,PKD,2259.0,37.0,29.0,23.0,6.0,0.3333333333333333,34,6,1,3,12628_running_history_with_distance.csv
12628_20260329,12628,2026-03-29,12628_NDLS_KNW,12,YNK,YELHANKA JN,2379.0,HUP,2296.0,83.0,6.0,29.0,-23.0,0.36363636363636365,34,6,1,3,12628_running_history_with_distance.csv
12628_20260329,12628,2026-03-29,12628_NDLS_KNW,13,BNC,BANGALORE CANT,2402.0,YNK,2379.0,23.0,21.0,6.0,15.0,0.3939393939393939,34,6,1,3,12628_running_history_with_distance.csv
12628_20260329,12628,2026-03-29,12628_NDLS_KNW,14,SBC,KSR BANGALORE CY JN,2406.0,BNC,2402.0,4.0,-33.0,21.0,-54.0,0.42424242424242425,34,6,1,3,12628_running_history_with_distance.csv
12628_20260329,12628,2026-03-29,12628_NDLS_KNW,15,DMM,DHARMAVARAM JN,2205.0,SBC,2406.0,-201.0,15.0,-33.0,48.0,0.45454545454545453,34,6,1,3,12628_running_history_with_distance.csv
12628_20260329,12628,2026-03-29,12628_NDLS_KNW,16,KWV,KURDUVADI,1630.0,DMM,2205.0,-575.0,49.0,15.0,34.0,0.48484848484848486,34,6,1,3,12628_running_history_with_distance.csv
12628_20260329,12628,2026-03-29,12628_NDLS_KNW,17,GTL,GUNTAKAL JN,2086.0,KWV,1630.0,456.0,24.0,49.0,-25.0,0.5151515151515151,34,6,1,3,12628_running_history_with_distance.csv
12628_20260329,12628,2026-03-29,12628_NDLS_KNW,18,ANG,AHMADNAGAR,1437.0,GTL,2086.0,-649.0,30.0,24.0,6.0,0.5454545454545454,34,6,1,3,12628_running_history_with_distance.csv
12628_20260329,12628,2026-03-29,12628_NDLS_KNW,19,DD,DAUND JN,1520.0,ANG,1437.0,83.0,44.0,30.0,14.0,0.5757575757575758,34,6,1,3,12628_running_history_with_distance.csv
12628_20260329,12628,2026-03-29,12628_NDLS_KNW,20,MTJ,MATHURA JN,141.0,DD,1520.0,-1379.0,28.0,44.0,-16.0,0.6060606060606061,34,6,1,3,12628_running_history_with_distance.csv
12628_20260329,12628,2026-03-29,12628_NDLS_KNW,21,AGC,AGRA CANTT,195.0,MTJ,141.0,54.0,20.0,28.0,-8.0,0.6363636363636364,34,6,1,3,12628_running_history_with_distance.csv
12628_20260329,12628,2026-03-29,12628_NDLS_KNW,22,GWL,GWALIOR,313.0,AGC,195.0,118.0,1.0,20.0,-19.0,0.6666666666666666,34,6,1,3,12628_running_history_with_distance.csv
12628_20260329,12628,2026-03-29,12628_NDLS_KNW,23,VGLJ,V LAKSHMIBAI JHANSI,410.0,GWL,313.0,97.0,0.0,1.0,-1.0,0.696969696969697,34,6,1,3,12628_running_history_with_distance.csv
